#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2014 04 09 11 00 240  5.0  6.0   3.6    10    MM  MM  995.5   1.8   1.0    MM   MM +2.0    MM
2014 04 09 10 00 230  5.0  6.0   3.7    10    MM  MM  994.5   1.9   1.0    MM   MM +0.8    MM
2014 04 09 09 00 240  6.0  7.0   3.7    10    MM  MM  993.8   2.3   1.0    MM   MM -0.2    MM
2014 04 09 08 00 240  9.0 11.0   3.8    11    MM  MM  993.5   2.9   1.0    MM   MM -0.5    MM
2014 04 09 07 00 230  8.0 10.0   3.9    10    MM  MM  993.7   3.3   1.0    MM   MM -1.2    MM
2014 04 09 06 00 230  8.0 11.0   4.2    11    MM  MM  994.0   3.8   1.0    MM   MM -1.3    MM
2014 04 09 05 00 230  7.0  8.0   3.9    10    MM  MM  994.0   3.9   1.0    MM   MM -1.9    MM
2014 04 09 04 00 240  6.0  9.0   4.3    10    MM  MM  994.9   4.0   1.0    MM   MM -1.8    MM
2014 04 09 03 00 230  9.0 11.0   4.1    10    MM  MM  995.3   5.6   1.0    MM   MM -1.4    MM
2014 04 09 02 00 230  6.0  7.0   3.9    10    MM  MM  995.9   4.0   0.9    MM   MM -0.9    MM
2014 04 09 01 00 240  6.0  9.0   3.7    10    MM  MM  996.7   4.9   0.9    MM   MM   MM    MM
2014 04 09 00 00 220 11.0 13.0   3.7    10    MM  MM  996.7   7.0   0.9    MM   MM -1.9    MM
2014 04 08 23 00 200 10.0 13.0   4.1    10    MM  MM  996.8   5.8   0.9    MM   MM   MM    MM
2014 04 08 21 00 190 12.0 14.0   4.5     9    MM  MM  998.6   6.3   1.0    MM   MM -4.6    MM
2014 04 08 19 00 170 13.0 16.0   4.0     8    MM  MM 1001.5   5.6   1.3    MM   MM -9.1    MM
2014 04 08 18 00 150 13.0 15.0   2.9     6    MM  MM 1003.2   4.9   1.4    MM   MM -10.3    MM
2014 04 08 17 00 140 11.0 14.0   1.7     5    MM  MM 1006.4   4.2   1.5    MM   MM -8.5    MM
2014 04 08 16 00 120  9.0 12.0   1.2     4    MM  MM 1010.6   3.9   1.5    MM   MM -6.4    MM
2014 04 08 15 00 120  7.0  8.0   1.1     4    MM  MM 1013.5   3.8   1.6    MM   MM -4.9    MM
2014 04 08 14 00 140  8.0 10.0   0.9     4    MM  MM 1014.9   3.5   1.7    MM   MM -4.8    MM
2014 04 08 13 00 140  8.0 10.0   0.8     8    MM  MM 1017.0   3.3   1.8    MM   MM -4.5    MM
2014 04 08 12 00 140  7.0  8.0   0.7     7    MM  MM 1018.4   3.3   1.8    MM   MM -3.5    MM
2014 04 08 11 00 140  7.0  8.0   0.6     8    MM  MM 1019.7   3.3   1.9    MM   MM -2.2    MM
2014 04 08 10 00 140  4.0  6.0   0.6     8    MM  MM 1021.5   3.1   2.0    MM   MM -0.6    MM
2014 04 08 09 00 150  3.0  3.0   0.6     8    MM  MM 1021.9   2.8   2.0    MM   MM -0.1    MM
2014 04 08 08 00 180  0.0  3.0   0.7     8    MM  MM 1021.9   2.3   2.1    MM   MM -0.7    MM
2014 04 08 07 00  MM  0.0  0.0   0.7     7    MM  MM 1022.1   2.1   2.1    MM   MM -0.9    MM
2014 04 08 06 00 200  4.0  5.0   0.8     5    MM  MM 1022.0   2.6   2.1    MM   MM -1.5    MM
2014 04 08 05 00 250  1.0  2.0   0.8     6    MM  MM 1022.6   2.5   2.2    MM   MM -1.3    MM
2014 04 08 04 00 240  3.0  4.0   0.9     8    MM  MM 1023.0   2.6   1.7    MM   MM -1.0    MM
2014 04 08 03 00 230  4.0  5.0   0.9     5    MM  MM 1023.5   2.6   1.8    MM   MM -0.1    MM
2014 04 08 02 00 230  2.0  3.0   1.0     5    MM  MM 1023.9   2.8   1.8    MM   MM +0.3    MM
2014 04 08 01 00 220  3.0  4.0   1.0     5    MM  MM 1024.0   3.1   1.8    MM   MM +1.1    MM
2014 04 08 00 00 240  3.0  4.0   1.0     4    MM  MM 1023.6   3.4   2.0    MM   MM +1.4    MM
2014 04 07 23 00 250  6.0  7.0   1.0     8    MM  MM 1023.6   3.9   2.0    MM   MM +1.8    MM
2014 04 07 22 00 260  7.0  8.0   1.0     8    MM  MM 1022.9   3.9   2.0    MM   MM +1.2    MM
2014 04 07 21 00 250  6.0  7.0   1.0     9    MM  MM 1022.2   3.9   2.1    MM   MM -0.1    MM
2014 04 07 20 00 250  6.0  7.0   0.9     9    MM  MM 1021.8   4.2   2.1    MM   MM -0.4    MM
2014 04 07 19 00 250  6.0  7.0   0.9     8    MM  MM 1021.7   3.9   2.1    MM   MM -0.6    MM
2014 04 07 18 00 210  3.0  4.0   0.9     7    MM  MM 1022.3   2.8   2.0    MM   MM -0.2    MM
2014 04 07 17 00 230  6.0  7.0   1.0     8    MM  MM 1022.2   2.8   1.9    MM   MM +0.2    MM
2014 04 07 16 00 240  6.0  7.0   1.0     8    MM  MM 1022.3   2.6   1.9    MM   MM +0.4    MM
2014 04 07 15 00 240  6.0  7.0   0.9     8    MM  MM 1022.5   2.6   1.8    MM   MM +0.6    MM
2014 04 07 14 00 240  6.0  7.0   1.0     8    MM  MM 1022.0   2.3   1.7    MM   MM +0.4    MM
2014 04 07 13 00 240  3.0  4.0   1.0     8    MM  MM 1021.9   2.5   1.6    MM   MM +1.2    MM
2014 04 07 12 00 260  4.0  5.0   1.1     8    MM  MM 1021.9   2.1   1.5    MM   MM +2.0    MM
2014 04 07 11 00 260  5.0  6.0   1.1     9    MM  MM 1021.6   1.8   1.4    MM   MM +2.7    MM
2014 04 07 10 00 270  5.0  6.0   1.2     8    MM  MM 1020.7   1.4   1.3    MM   MM +2.1    MM
2014 04 07 09 00 290  4.0  5.0   1.3     9    MM  MM 1019.9   2.0   1.3    MM   MM +2.1    MM
2014 04 07 08 00 290  7.0  8.0   1.2    10    MM  MM 1018.9   2.5   1.3    MM   MM +2.0    MM
2014 04 07 07 00 260  6.0  7.0   1.3     8    MM  MM 1018.6   1.6   1.3    MM   MM +2.6    MM
2014 04 07 06 00 260  6.0  7.0   1.3     8    MM  MM 1017.8   1.8   1.3    MM   MM +2.2    MM
2014 04 07 05 00 260  5.0  6.0   1.3     9    MM  MM 1016.9   2.0   1.3    MM   MM +1.7    MM
2014 04 07 04 00 280  4.0  5.0   1.4    10    MM  MM 1016.0   2.6   1.4    MM   MM +1.4    MM
2014 04 07 03 00 270  4.0  5.0   1.3     9    MM  MM 1015.6   2.7   1.4    MM   MM +1.9    MM
2014 04 07 02 00 260  4.0  5.0   1.4    10    MM  MM 1015.2   3.1   1.4    MM   MM +2.7    MM
2014 04 07 01 00 260  4.0  5.0   1.5    10    MM  MM 1014.6   3.2   1.4    MM   MM +3.6    MM
2014 04 07 00 00 270  4.0  5.0   1.5     8    MM  MM 1013.7   3.8   1.5    MM   MM +3.5    MM
2014 04 06 23 00 280  4.0  5.0   1.6     8    MM  MM 1012.5   4.1   1.5    MM   MM +3.1    MM
2014 04 06 22 00 310  8.0 11.0   1.6     8    MM  MM 1011.0   5.0   1.6    MM   MM +2.1    MM
2014 04 06 21 00 300  7.0  9.0   1.7     8    MM  MM 1010.2   5.0   1.7    MM   MM +1.6    MM
2014 04 06 20 00 290  7.0  9.0   1.8     8    MM  MM 1009.4   5.3   1.7    MM   MM   MM    MM
2014 04 06 19 00 290  7.0  9.0   1.8    10    MM  MM 1008.9   4.7   1.7    MM   MM +0.8    MM
2014 04 06 18 00 280  7.0  9.0   2.1     9    MM  MM 1008.6   4.1   1.6    MM   MM   MM    MM
2014 04 06 17 00 270  8.0   MM    MM    MM    MM  MM     MM   3.6    MM    MM   MM   MM    MM
2014 04 06 16 00 260  9.0 12.0   2.1     9    MM  MM 1008.1   3.3   1.3    MM   MM +0.6    MM
2014 04 06 14 00 280  8.0 10.0   2.0     9    MM  MM 1008.3   2.6   1.0    MM   MM   MM    MM
2014 04 06 13 00 270  8.0 10.0   2.3     9    MM  MM 1007.5   2.5   0.9    MM   MM +1.5    MM
2014 04 06 12 00 270  7.0  9.0   2.2     8    MM  MM 1007.3   2.1   0.9    MM   MM +2.1    MM
2014 04 06 10 00 280  7.0  9.0   2.3     8    MM  MM 1006.0   2.5   0.8    MM   MM +2.0    MM
2014 04 06 09 00 250  5.0  6.0   2.5     8    MM  MM 1005.2   2.3   0.7    MM   MM +1.9    MM
2014 04 06 08 00 250  5.0  6.0   2.3     8    MM  MM 1004.4   2.2   0.7    MM   MM +1.5    MM
2014 04 06 07 00 250  6.0  7.0   2.3     8    MM  MM 1004.0   2.2   0.7    MM   MM +1.2    MM
2014 04 06 06 00 260  6.0  7.0   2.1     8    MM  MM 1003.3   2.4   0.7    MM   MM +0.4    MM
2014 04 06 05 00 250  6.0  7.0   2.3     8    MM  MM 1002.9   2.4   0.7    MM   MM +0.1    MM
2014 04 06 04 00 230  6.0  7.0   2.5     7    MM  MM 1002.8   2.4   0.6    MM   MM +0.3    MM
2014 04 06 03 00 240  6.0  7.0   2.6     8    MM  MM 1002.9   2.3   0.6    MM   MM +0.5    MM
2014 04 06 02 00 240  5.0  6.0   2.9     8    MM  MM 1002.8   1.7   0.6    MM   MM   MM    MM
2014 04 06 01 00 220  8.0 10.0   3.0     8    MM  MM 1002.5   2.7   0.6    MM   MM -0.7    MM
2014 04 06 00 00 190  7.0  9.0   3.2     8    MM  MM 1002.4   3.8   0.6    MM   MM -3.4    MM
2014 04 05 23 00 180  8.0   MM    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
2014 04 05 22 00 160 10.0   MM   3.3     8    MM  MM 1003.2   4.7   0.7    MM   MM -4.7    MM
2014 04 05 21 00 120  5.0 12.0   2.7     7    MM  MM 1005.8   5.5   0.7    MM   MM   MM    MM
2014 04 05 20 00  60  6.0  7.0   2.6     7    MM  MM 1006.7   2.1   0.7    MM   MM -4.6    MM
2014 04 05 19 00 100  9.0 11.0   2.4     7    MM  MM 1007.9   2.1   0.7    MM   MM -5.3    MM
2014 04 05 17 00 110 10.0 12.0   1.8     5    MM  MM 1011.3   1.5   0.8    MM   MM   MM    MM
2014 04 05 16 00 110  9.0 11.0   1.6     5    MM  MM 1013.2   1.5   0.9    MM   MM -4.4    MM
2014 04 05 15 00 120  8.0 10.0   1.3    12    MM  MM 1015.2   1.4   0.9    MM   MM -3.0    MM
2014 04 05 13 00 120  7.0  8.0   1.1    10    MM  MM 1017.6   1.4   0.9    MM   MM -0.9    MM
2014 04 05 12 00 110  6.0  6.0   1.0    10    MM  MM 1018.2   1.1   1.0    MM   MM -0.6    MM
2014 04 05 11 00 100  6.0  6.0   1.0    10    MM  MM 1018.5   1.3   1.1    MM   MM -1.0    MM
2014 04 05 10 00 110  6.0  6.0   1.1    10    MM  MM 1018.5   1.1   1.1    MM   MM -2.3    MM
2014 04 05 09 00 100  6.0  6.0   1.1    10    MM  MM 1018.8   0.8   1.2    MM   MM -2.2    MM
2014 04 05 08 00 100  5.0  6.0   1.0    10    MM  MM 1019.5   0.7   1.2    MM   MM -0.6    MM
2014 04 05 07 00 100  3.0  4.0   1.1    10    MM  MM 1020.8   0.9   1.2    MM   MM -0.1    MM
2014 04 05 06 00 120  3.0  4.0   1.1    10    MM  MM 1021.0   1.1   1.2    MM   MM -0.1    MM
2014 04 05 05 00 110  4.0  5.0   1.1    10    MM  MM 1020.1   1.1   1.2    MM   MM -1.7    MM
2014 04 05 04 00 140  2.0  3.0   1.2    10    MM  MM 1020.9   1.0   1.2    MM   MM -1.3    MM
2014 04 05 03 00 110  4.0  5.0   1.2    10    MM  MM 1021.1   0.5   1.2    MM   MM -1.1    MM
2014 04 05 02 00 120  2.0  3.0   1.2    10    MM  MM 1021.8   0.5   1.2    MM   MM +0.2    MM
2014 04 05 01 00 220  1.0  2.0   1.2    10    MM  MM 1022.2   0.9   1.2    MM   MM +0.9    MM
2014 04 05 00 00 230  2.0  2.0   1.2    10    MM  MM 1022.2   1.0   1.3    MM   MM +1.3    MM
2014 04 04 23 00 200  2.0  2.0   1.2    10    MM  MM 1021.6   1.2   1.5    MM   MM +1.0    MM
2014 04 04 22 00 230  3.0  4.0   1.2    10    MM  MM 1021.3   1.6   1.4    MM   MM +0.5    MM
2014 04 04 21 00 220  2.0  3.0   1.1    10    MM  MM 1020.9   1.6   1.3    MM   MM +0.1    MM
2014 04 04 20 00 230  3.0  4.0   1.1    10    MM  MM 1020.6   1.7   1.3    MM   MM +0.0    MM
2014 04 04 19 00 220  4.0  5.0   1.1    10    MM  MM 1020.8   1.8   1.3    MM   MM +0.2    MM
2014 04 04 18 00 190  3.0  4.0   1.2    10    MM  MM 1020.8   1.5   1.3    MM   MM +0.0    MM
2014 04 04 17 00 120  3.0  4.0   1.2    11    MM  MM 1020.6   1.5   1.2    MM   MM -0.2    MM
2014 04 04 16 00  80  3.0  4.0   1.3    10    MM  MM 1020.6   1.5   1.3    MM   MM +0.4    MM
2014 04 04 15 00  50  3.0  4.0   1.3    10    MM  MM 1020.8   1.6   1.2    MM   MM +1.0    MM
2014 04 04 14 00   0  5.0  6.0   1.2    10    MM  MM 1020.8   1.8   1.0    MM   MM +1.6    MM
2014 04 04 13 00  20  3.0  3.0   1.2    10    MM  MM 1020.2   1.6   1.0    MM   MM +1.2    MM
2014 04 04 12 00 310  2.0  3.0   1.3    10    MM  MM 1019.8   1.1   0.9    MM   MM +1.1    MM
2014 04 04 11 00 310  2.0  2.0   1.2    11    MM  MM 1019.2   0.8   0.9    MM   MM +0.7    MM
2014 04 04 10 00 290  0.0  2.0   1.3    11    MM  MM 1019.0   0.7   0.9    MM   MM +0.6    MM
2014 04 04 09 00 300  2.0  3.0   1.4    11    MM  MM 1018.7   0.8   0.9    MM   MM +0.3    MM
2014 04 04 08 00 300  2.0  2.0   1.4    11    MM  MM 1018.5   0.9   0.9    MM   MM -0.1    MM
2014 04 04 07 00 290  2.0  2.0   1.4    11    MM  MM 1018.4   0.8   0.9    MM   MM +0.2    MM
2014 04 04 06 00  MM  0.0  0.0   1.5    10    MM  MM 1018.4   0.7   0.9    MM   MM +0.2    MM
2014 04 04 05 00  MM  0.0  0.0   1.5    10    MM  MM 1018.6   0.6   0.9    MM   MM -0.1    MM
2014 04 04 04 00  MM  0.0  0.0   1.6    11    MM  MM 1018.2   0.6   0.9    MM   MM -0.4    MM
2014 04 04 03 00  MM  0.0  0.0   1.6    11    MM  MM 1018.2   0.7   0.9    MM   MM -0.4    MM
2014 04 04 02 00  MM  0.0  0.0   1.6    11    MM  MM 1018.7   0.7   0.9    MM   MM +0.6    MM
2014 04 04 01 00  MM  0.0  0.0   1.5    11    MM  MM 1018.6   0.8   1.0    MM   MM +0.9    MM
2014 04 04 00 00  MM  0.0  0.0   1.5    11    MM  MM 1018.6   0.8   0.9    MM   MM +1.0    MM
2014 04 03 23 00 140  3.0  4.0   1.6     9    MM  MM 1018.1   0.7   1.0    MM   MM +0.9    MM
2014 04 03 22 00 120  3.0  4.0   1.7    11    MM  MM 1017.7   0.5   1.1    MM   MM +0.1    MM
2014 04 03 21 00 160  2.0  2.0   1.8    11    MM  MM 1017.6   0.5   1.1    MM   MM -0.3    MM
2014 04 03 20 00 170  2.0  3.0   1.6    10    MM  MM 1017.2   0.4   1.1    MM   MM -0.6    MM
2014 04 03 19 00 140  2.0  3.0   1.7    11    MM  MM 1017.6   0.3   1.0    MM   MM -0.4    MM
2014 04 03 18 00 130  2.0  3.0   1.8    11    MM  MM 1017.9   0.3   1.0    MM   MM -0.5    MM
2014 04 03 17 00 120  2.0  3.0   1.9    10    MM  MM 1017.8   0.3   1.0    MM   MM -0.9    MM
2014 04 03 16 00 110  2.0  3.0   1.8    11    MM  MM 1018.0   0.2   0.8    MM   MM -0.9    MM
2014 04 03 15 00 110  2.0  3.0   1.8    11    MM  MM 1018.4   0.2   0.7    MM   MM -0.7    MM
2014 04 03 14 00 120  2.0  3.0   1.9    11    MM  MM 1018.7   0.1   0.6    MM   MM -0.4    MM
2014 04 03 13 00 110  2.0  3.0   1.7    11    MM  MM 1018.9   0.0   0.6    MM   MM -0.1    MM
2014 04 03 12 00 120  2.0  3.0   1.7    11    MM  MM 1019.1   0.1   0.5    MM   MM +0.2    MM
2014 04 03 11 00 100  2.0  3.0   1.8    11    MM  MM 1019.1   0.2   0.6    MM   MM +0.6    MM
2014 04 03 10 00  90  2.0  3.0   1.9    11    MM  MM 1019.0   0.3   0.6    MM   MM +0.6    MM
2014 04 03 09 00  90  1.0  3.0   1.8    11    MM  MM 1018.9   0.4   0.6    MM   MM +0.2    MM
2014 04 03 08 00  70  2.0  3.0   2.0    12    MM  MM 1018.5   0.5   0.6    MM   MM -0.8    MM
2014 04 03 07 00  80  3.0  4.0   2.0    11    MM  MM 1018.4   0.6   0.6    MM   MM -0.9    MM
2014 04 03 06 00  90  4.0  5.0   2.1    12    MM  MM 1018.7   0.9   0.6    MM   MM +0.0    MM
2014 04 03 05 00  70  1.0  4.0   2.2    11    MM  MM 1019.3   0.9   0.6    MM   MM +0.0    MM
2014 04 03 04 00  70  2.0  3.0   2.3    10    MM  MM 1019.3   1.0   0.6    MM   MM +0.1    MM
2014 04 03 03 00  60  4.0  6.0   2.2    11    MM  MM 1018.7   1.1   0.6    MM   MM +0.0    MM
2014 04 03 02 00  50  2.0  3.0   2.1    10    MM  MM 1019.3   1.3   0.6    MM   MM +1.0    MM
2014 04 03 01 00  30  3.0  4.0   2.1    12    MM  MM 1019.2   1.6   0.6    MM   MM +1.0    MM
2014 04 03 00 00  10  3.0  4.0   2.0    12    MM  MM 1018.7   1.8   0.6    MM   MM +0.6    MM
2014 04 02 23 00   0  3.0  3.0   2.3    11    MM  MM 1018.3   2.1   0.6    MM   MM +0.8    MM
2014 04 02 22 00  10  3.0  3.0   2.2    12    MM  MM 1018.2   2.2   0.6    MM   MM +1.1    MM
2014 04 02 21 00   0  3.0  4.0   2.3    10    MM  MM 1018.1   2.4   0.7    MM   MM +1.3    MM
2014 04 02 20 00   0  3.0  4.0   2.2    12    MM  MM 1017.5   2.2   0.6    MM   MM +0.6    MM
2014 04 02 19 00  10  4.0  5.0   2.3    11    MM  MM 1017.1   2.2   0.6    MM   MM +0.3    MM
2014 04 02 18 00   0  5.0  5.0   2.2    12    MM  MM 1016.8   1.9   0.6    MM   MM +0.3    MM
2014 04 02 17 00   0  6.0  6.0   2.2    12    MM  MM 1016.9   1.6   0.6    MM   MM +0.5    MM
2014 04 02 16 00   0  6.0  8.0   2.4    12    MM  MM 1016.8   1.4   0.6    MM   MM   MM    MM
2014 04 02 15 00  10  7.0  9.0   2.3    12    MM  MM 1016.5   1.2   0.6    MM   MM +1.9    MM
2014 04 02 14 00   0  7.0  9.0   2.5    12    MM  MM 1016.4   0.4   0.6    MM   MM +2.3    MM
2014 04 02 12 00   0 10.0 13.0   2.6    13    MM  MM 1014.6  -0.2   0.5    MM   MM +1.6    MM
2014 04 02 11 00   0 11.0   MM   2.7    12    MM  MM 1014.1  -0.6   0.5    MM   MM +1.8    MM
2014 04 02 10 00 360 10.0 12.0   2.7    12    MM  MM 1013.6  -0.7   0.5    MM   MM +1.9    MM
2014 04 02 09 00 350  9.0 11.0   2.6    12    MM  MM 1013.0  -0.5   0.5    MM   MM +1.5    MM
2014 04 02 08 00 350 10.0 12.0   2.5    12    MM  MM 1012.3  -0.7   0.5    MM   MM +1.1    MM
2014 04 02 07 00 350 11.0 13.0   2.7    13    MM  MM 1011.7  -0.6   0.5    MM   MM +1.1    MM
2014 04 02 06 00 350 10.0 13.0   2.7    13    MM  MM 1011.5  -0.5   0.5    MM   MM +1.1    MM
2014 04 02 05 00 350 10.0 13.0   2.7    12    MM  MM 1011.2  -0.5   0.5    MM   MM +0.9    MM
2014 04 02 04 00 360 10.0 13.0   2.9    12    MM  MM 1010.6  -0.4   0.5    MM   MM +0.6    MM
2014 04 02 03 00 360 11.0 13.0   2.7    12    MM  MM 1010.4  -0.5   0.5    MM   MM +0.4    MM
2014 04 02 02 00 360 11.0 14.0   2.8    13    MM  MM 1010.3  -0.5   0.5    MM   MM +1.3    MM
2014 04 02 01 00 360 11.0 14.0   3.0    13    MM  MM 1010.0  -0.4   0.5    MM   MM +1.7    MM
2014 04 02 00 00   0 10.0 13.0   2.8    10    MM  MM 1010.0  -0.3   0.4    MM   MM   MM    MM
2014 04 01 23 00   0 11.0 13.0   2.9    12    MM  MM 1009.0  -0.4   0.4    MM   MM   MM    MM
2014 04 01 22 00   0 12.0 14.0   2.9    11    MM  MM 1008.3  -0.3   0.4    MM   MM +2.0    MM
2014 04 01 20 00  10 12.0   MM    MM    MM    MM  MM     MM  -0.9    MM    MM   MM   MM    MM
2014 04 01 19 00  10 13.0 15.0   3.0    11    MM  MM 1006.3  -0.6   0.4    MM   MM +1.1    MM
2014 04 01 18 00   0 12.0 15.0   2.9    12    MM  MM 1006.1  -1.1   0.4    MM   MM   MM    MM
2014 04 01 17 00   0 13.0 17.0   3.1    10    MM  MM 1005.6  -1.1   0.4    MM   MM +0.8    MM
2014 04 01 16 00   0 12.0 16.0   3.2    10    MM  MM 1005.2  -0.1   0.4    MM   MM +0.8    MM
2014 04 01 15 00   0 13.0   MM    MM    MM    MM  MM     MM  -0.3    MM    MM   MM   MM    MM
2014 04 01 14 00   0 12.0 15.0   2.8    12    MM  MM 1004.8  -0.4   0.4    MM   MM   MM    MM
2014 04 01 13 00   0 12.0 15.0   2.7     9    MM  MM 1004.4  -0.6   0.4    MM   MM +1.0    MM
2014 04 01 12 00   0 13.0   MM    MM    MM    MM  MM 1003.7  -0.7   0.4    MM   MM +0.3    MM
2014 04 01 11 00   0 12.0   MM    MM    MM    MM  MM     MM  -0.4    MM    MM   MM   MM    MM
2014 04 01 10 00  10 10.0 13.0   2.6    11    MM  MM 1003.4  -0.4   0.4    MM   MM -0.2    MM
2014 04 01 09 00  10  9.0 12.0   2.6    11    MM  MM 1003.4  -0.4   0.4    MM   MM -0.4    MM
2014 04 01 08 00  20  9.0 12.0   2.8    10    MM  MM 1003.7  -0.1   0.4    MM   MM -0.1    MM
2014 04 01 07 00  10  8.0 10.0   2.8    10    MM  MM 1003.6  -0.1   0.4    MM   MM -0.1    MM
2014 04 01 06 00  20  8.0   MM   2.8    11    MM  MM 1003.8   0.1   0.4    MM   MM +0.5    MM
2014 04 01 05 00  20  8.0 11.0   2.7    11    MM  MM 1003.8   0.5   0.5    MM   MM +0.2    MM
2014 04 01 04 00  20  9.0   MM    MM    MM    MM  MM 1003.7   0.4    MM    MM   MM -0.1    MM
2014 04 01 03 00  10 10.0 12.0   2.9    10    MM  MM 1003.3   0.4   0.6    MM   MM   MM    MM
2014 04 01 02 00  10  9.0 11.0   2.6    10    MM  MM 1003.6   0.4   0.7    MM   MM +0.2    MM
2014 04 01 01 00  30  9.0 13.0   2.6    10    MM  MM 1003.8   1.1   0.7    MM   MM +0.7    MM
2014 04 01 00 00  40 11.0   MM    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
2014 03 31 22 00  40 10.0 12.0   2.8    11    MM  MM 1003.1   1.7   0.8    MM   MM -1.1    MM
2014 03 31 21 00  40  8.0 10.0   2.5    10    MM  MM 1003.5   2.0   0.9    MM   MM -0.6    MM
2014 03 31 20 00  40  7.0   MM    MM    MM    MM  MM     MM   2.2    MM    MM   MM   MM    MM
2014 03 31 19 00  40  5.0  8.0   2.9    10    MM  MM 1004.2   2.1   0.8    MM   MM -0.6    MM
2014 03 31 18 00  40  8.0  9.0   2.8    10    MM  MM 1004.1   2.0   0.7    MM   MM -1.3    MM
2014 03 31 17 00  40  6.0  7.0   3.0    11    MM  MM 1004.9   1.8   0.7    MM   MM -0.5    MM
2014 03 31 16 00  40  6.0  8.0   3.0    11    MM  MM 1004.8   1.9   0.7    MM   MM -0.8    MM
2014 03 31 15 00  40  5.0  6.0   3.0    10    MM  MM 1005.4   1.7   0.8    MM   MM +1.1    MM
2014 03 31 14 00  40  5.0  6.0   3.0    11    MM  MM 1005.4   1.9   0.8    MM   MM +2.3    MM
2014 03 31 13 00  50  4.0  6.0   3.3    10    MM  MM 1005.6   1.7   0.8    MM   MM +2.3    MM
2014 03 31 12 00  60  7.0  9.0   3.1    10    MM  MM 1004.3   1.6   0.7    MM   MM +1.6    MM
2014 03 31 11 00  60  9.0 13.0   3.0    10    MM  MM 1003.1   1.2   0.7    MM   MM +0.2    MM
2014 03 31 10 00  70  8.0 11.0   2.8    10    MM  MM 1003.3   1.2   0.7    MM   MM +0.0    MM
2014 03 31 09 00  60  9.0 13.0   2.8     8    MM  MM 1002.7   1.7   0.8    MM   MM -1.2    MM
2014 03 31 08 00  60  9.0 14.0   3.0     7    MM  MM 1002.9   1.4   0.9    MM   MM -1.7    MM
2014 03 31 07 00  60  9.0 14.0   3.0     8    MM  MM 1003.3   1.6   1.0    MM   MM -1.8    MM
2014 03 31 06 00  70 11.0 13.0   3.0     8    MM  MM 1003.9   1.5   1.0    MM   MM -2.6    MM
2014 03 31 05 00  70 11.0   MM    MM    MM    MM  MM 1004.6   1.8   1.0    MM   MM -2.6    MM
2014 03 31 04 00  70 12.0 15.0   3.1     7    MM  MM 1005.1   1.6   1.0    MM   MM -4.5    MM
2014 03 31 03 00  80 12.0 15.0   3.2     8    MM  MM 1006.5   1.6   1.1    MM   MM -4.5    MM
2014 03 31 02 00  70 13.0 17.0   3.4     7    MM  MM 1007.2   1.1   1.0    MM   MM -5.0    MM
2014 03 31 01 00  70 12.0 14.0   3.2     8    MM  MM 1009.6   1.0   1.1    MM   MM -3.6    MM
2014 03 31 00 00  70 12.0 14.0   3.4     8    MM  MM 1011.0   1.0   1.0    MM   MM -3.3    MM
2014 03 30 23 00  70 15.0 18.0   3.5     8    MM  MM 1012.2   0.8   1.1    MM   MM -3.1    MM
2014 03 30 22 00  70 15.0 19.0   3.4     7    MM  MM 1013.2   0.7   1.0    MM   MM -3.5    MM
2014 03 30 21 00  70 15.0 19.0   3.4     8    MM  MM 1014.3   0.4   1.0    MM   MM -3.5    MM
2014 03 30 20 00  70 15.0 18.0   3.3     8    MM  MM 1015.3   0.3   1.0    MM   MM   MM    MM
2014 03 30 19 00  80 14.0   MM   3.4     8    MM  MM 1016.7   0.1   1.0    MM   MM   MM    MM
2014 03 30 18 00  70 15.0 18.0   3.3     7    MM  MM 1017.8   0.1   0.9    MM   MM -2.6    MM
2014 03 30 16 00  70 14.0   MM    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
2014 03 30 15 00  70 13.0 17.0   2.9     7    MM  MM 1020.4   0.1   0.9    MM   MM -1.7    MM
2014 03 30 14 00  70  9.0 13.0   2.7     7    MM  MM 1021.7   0.0   0.9    MM   MM -1.2    MM
2014 03 30 12 00  70 10.0 14.0   2.5     6    MM  MM 1022.1  -0.2   0.9    MM   MM   MM    MM
2014 03 30 11 00  60 10.0   MM   2.2     6    MM  MM 1022.9  -0.2   0.9    MM   MM -1.3    MM
2014 03 30 10 00  70  9.0 11.0   2.1     5    MM  MM 1022.9   0.0   0.9    MM   MM -2.4    MM
2014 03 30 09 00  60 12.0   MM    MM    MM    MM  MM     MM   0.2    MM    MM   MM   MM    MM
2014 03 30 08 00  60 10.0 14.0   1.8     9    MM  MM 1024.2   0.2   0.9    MM   MM -1.7    MM
2014 03 30 07 00  60  9.0 12.0   1.9     9    MM  MM 1025.3   0.2   0.9    MM   MM -1.0    MM
2014 03 30 06 00  50  9.0 11.0   1.8     8    MM  MM 1025.4   0.5   0.8    MM   MM -1.7    MM
