 Time: 1200  3 Jun 2012 to 1200 24 Oct 2012 (index  1823 to  1966,   144 lines, 19 depths)
 Index:              1      2      4      5      6      9     10     11     13     15     16     17     18     19     20     21     22     23     24
 Depth(M):           1      5     10     14     15     20     25     30     35     37     45     60     80    100    120    150    175    200    300 QUALITY SOURCE
 YYYYMMDD HHMM     SST   TEMP   TEMP   TEMP   TEMP   TEMP   TEMP   TEMP   TEMP   TEMP   TEMP   TEMP   TEMP   TEMP   TEMP   TEMP   TEMP   TEMP   TEMP QQQQQQQQQQQQQQQQQQQ SSSSSSSSSSSSSSSSSSS
 20120603 1200   6.728  6.722  6.586  6.587  6.444  6.369  6.251  6.207  6.052  6.139  5.975  5.291  4.999  4.675  4.533  4.312  4.132  4.002  3.858 2222222222222222222 1111111111111111111
 20120604 1200   7.070  6.921 -9.999  6.694  6.538  6.420  6.268  6.192  6.071  6.121  5.981  5.444 -9.999  4.779  4.581  4.281  4.113  3.936  3.855 2202222222220222222 1101111111110111111
 20120605 1200   7.190  6.957 -9.999  6.857  6.729  6.710  6.543  6.387  6.183  6.218  6.042  5.567 -9.999  4.713  4.569  4.245  4.088  3.941  3.848 2202222222220222222 1101111111110111111
 20120606 1200   6.690  6.678 -9.999  6.689  6.572  6.674  6.654  6.520  6.229  6.251  6.082  5.605 -9.999  4.991  4.625  4.326  4.128  3.944  3.845 2202222222220222222 1101111111110111111
 20120607 1200   6.870  6.854  6.828  6.830  6.725  6.824  6.814  6.749  6.445  6.433  6.006  5.536 -9.999  4.818  4.606  4.250  4.098  3.940  3.824 2222222222220222222 1111111111110111111
 20120608 1200   7.060  7.051  7.034  6.990  6.868  6.892  6.833  6.730  6.427  6.422  6.068  5.492 -9.999  4.763  4.598  4.250  4.085  3.949  3.835 2222222222220222222 1111111111110111111
 20120609 1200   7.020  7.007  6.998  6.981  6.879  6.948  6.910  6.840  6.641  6.609  6.198  5.537 -9.999  4.803  4.614  4.273  4.097  3.946  3.808 2222222222220222222 1111111111110111111
 20120610 1200   7.050  7.044  7.039  7.036  6.929  7.027  7.002  6.914  6.716  6.734  6.350  5.576 -9.999  4.865  4.650  4.289  4.097  3.954  3.808 2222222222220222222 1111111111110111111
 20120611 1200   7.050  7.039  7.047  7.013  6.891  6.945  6.911  6.860  6.656  6.680  6.367  5.590 -9.999  5.028  4.707  4.284  4.121  3.955  3.779 2222222222220222222 1111111111110111111
 20120612 1200   7.090  7.079  7.064  7.003  6.866  6.871  6.802  6.760  6.563  6.585  6.265  5.600 -9.999  4.839  4.637  4.277  4.091  3.936  3.773 2222222222220222222 1111111111110111111
 20120613 1200   7.370  7.281  7.207  7.125  6.997  6.990  6.867  6.777  6.605  6.619  6.196  5.652 -9.999  4.925  4.603  4.260  4.079  3.931  3.773 2222222222220222222 1111111111110111111
