x	y
35.157	7.493
35.272	8.874
35.468	10.540
35.612	11.840
35.747	13.059
35.976	14.644
36.247	16.269
36.480	17.814
36.623	18.586
36.820	19.723
36.955	20.577
37.250	21.999
37.324	22.202
37.332	22.405
