34.3      3.24e-6
17.5      7.35e-5
10.2      8.59e-4
 5.26     1.00e-2
 3.43     3.26e-2
 1.75     1.24e-1
 1.02     3.44e-1
 0.526    1.21
 0.343    2.28
 0.175    6.32
 0.102    1.66e1
 0.0526   5.96e1
 0.0343   1.18e2
 0.0175   3.74e2
 0.0102   1.09e3

